"source","destination","guid"
"Assets/DystopiaPrototype/Art/LedgerDaughter.png","Assets/Textures/Checkout/UI/LedgerDaughter.png","1c6d94798c72c534b87845aed78eac43"
"Assets/DystopiaPrototype/Art/LedgerDrawing.png","Assets/Textures/Checkout/UI/LedgerDrawing.png","55949d20b4695ef4cb924f3ad2ff79e3"
"Assets/DystopiaPrototype/Art/LedgerSpeechBubble.png","Assets/Textures/Checkout/UI/LedgerSpeechBubble.png","601df86b8c70d744a8eecf44ad013dd0"
"Assets/DystopiaPrototype/Art/LeftTowerNeutral.mat","Assets/Materials/Checkout/LeftTowerNeutral.mat","fe2e76b0754f4f01a56673cb38ceaae2"
"Assets/DystopiaPrototype/Art/LeftWatchTower.png","Assets/Textures/Checkout/Background/LeftWatchTower.png","1ca5f6632c398c14ba179258cead1796"
"Assets/DystopiaPrototype/Art/MaleCustomer0.png","Assets/Textures/Checkout/Characters/MaleCustomer0.png","475588eff93a49a1bb6368d7b6a6f2ae"
"Assets/DystopiaPrototype/Art/Mask.png","Assets/Textures/Checkout/Products/Legacy/Mask.png","c7d8d31de3c856a4aa6cafdaba816dd5"
"Assets/DystopiaPrototype/Art/MidBackground.png","Assets/Textures/Checkout/Background/MidBackground.png","0675361a18134594e9e942f04ff98660"
"Assets/DystopiaPrototype/Art/Mulmaru SDF.asset","","d0489e42821d4094fbd0729a429f29d1"
"Assets/DystopiaPrototype/Art/Mulmaru.otf","Assets/Fonts/Checkout/Mulmaru.otf","b3f0a6c94e8e4fc3a1f40d741190c0e6"
"Assets/DystopiaPrototype/Art/Painkiller.png","Assets/Textures/Checkout/Products/Legacy/Painkiller.png","76950be1f78988945ac0d3b21da802bb"
"Assets/DystopiaPrototype/Art/RearWatchGuard0.png","Assets/Textures/Checkout/Characters/RearWatchGuard0.png","1897b9bb37223784fa35352306877124"
"Assets/DystopiaPrototype/Art/RearWatchGuard1.png","Assets/Textures/Checkout/Characters/RearWatchGuard1.png","64674e1e1759fab4ca544acb15dd6927"
"Assets/DystopiaPrototype/Art/Rice.png","Assets/Textures/Checkout/Products/Legacy/Rice.png","a6836116f5e94f448a0af82c6e258f8b"
"Assets/DystopiaPrototype/Art/RightTowerNeutral.mat","Assets/Materials/Checkout/RightTowerNeutral.mat","19e943c669fd498b883e67c0e88be232"
"Assets/DystopiaPrototype/Art/RightWatchTower.png","Assets/Textures/Checkout/Background/RightWatchTower.png","e00f255da7894164497dfd5df66938dd"
"Assets/DystopiaPrototype/Art/Seoul.png","","2d245b103625d8f41a647418200e586e"
"Assets/DystopiaPrototype/Art/Soap.png","Assets/Textures/Checkout/Products/Legacy/Soap.png","c10a44c1dcd91e54aa54a302156acdae"
"Assets/DystopiaPrototype/Art/Stage1BasicClock.png","Assets/Textures/Checkout/Shop/Stage1BasicClock.png","2bffadd95cbce7b42bf7dbfef7806daa"
"Assets/DystopiaPrototype/Art/Stage1BasicClockNormal.png","Assets/Textures/Checkout/Shop/Stage1BasicClockNormal.png","1705f218bbf63bb4dac6c194585f7505"
"Assets/DystopiaPrototype/Art/Stage1Clock.png","","a42a270b2e2672e4cb33b749cbc61c27"
"Assets/DystopiaPrototype/Art/Stage1ClockNormal.png","","4ce137a21d489ba4594a595e5e542c77"
"Assets/DystopiaPrototype/Art/Stage1WoodCounter.png","Assets/Textures/Checkout/Shop/Stage1WoodCounter.png","2cb78cd1d4ca83d4ca2c81af670f5ccc"
"Assets/DystopiaPrototype/Art/Stage2Clock.png","Assets/Textures/Checkout/Shop/Stage2Clock.png","deabc873fc7f42e47a66349512710cdf"
"Assets/DystopiaPrototype/Art/Stage2ClockNormal.png","Assets/Textures/Checkout/Shop/Stage2ClockNormal.png","dd37c9ae13d89784c8b32cd966818f02"
"Assets/DystopiaPrototype/Art/Stage2Container.png","Assets/Textures/Checkout/Shop/Stage2Container.png","8164fafd187c45a42917c1594b42fe91"
"Assets/DystopiaPrototype/Art/Stage2ContainerNormal.png","Assets/Textures/Checkout/Shop/Stage2ContainerNormal.png","44cdeba4a972958468be0ec121357197"
"Assets/DystopiaPrototype/Art/Stage2Shop.png","Assets/Textures/Checkout/Shop/Stage2Shop.png","d8735ebfa501cee4cab883553043a457"
"Assets/DystopiaPrototype/Art/Stage2ShopNormal.png","Assets/Textures/Checkout/Shop/Stage2ShopNormal.png","5483abef4a4d8994ba8bcf82666a5da9"
"Assets/DystopiaPrototype/Art/Stage2Table.png","","f5ddcfb5ea7b4ddc8566eeb613c8baf6"
"Assets/DystopiaPrototype/Art/Stage3Container.png","Assets/Textures/Checkout/Shop/Stage3Container.png","ba80f4bbc4fb47b4caa16e46e22ab9cb"
"Assets/DystopiaPrototype/Art/Stage3ContainerNormal.png","Assets/Textures/Checkout/Shop/Stage3ContainerNormal.png","aadbeaa232d6eca4080131483bbe4824"
"Assets/DystopiaPrototype/Art/Stage3Counter.png","Assets/Textures/Checkout/Shop/Stage3Counter.png","64a348b48b216024bb1c780963051b77"
"Assets/DystopiaPrototype/Art/Stage3CounterNormal.png","Assets/Textures/Checkout/Shop/Stage3CounterNormal.png","8af3f16b0d77b824196f0aad2d649aa4"
"Assets/DystopiaPrototype/Art/Stage3Shop.png","Assets/Textures/Checkout/Shop/Stage3Shop.png","20d1fc7e6767539498ac36a33edbc4a4"
"Assets/DystopiaPrototype/Art/Stage3ShopNormal.png","Assets/Textures/Checkout/Shop/Stage3ShopNormal.png","03508faaded067842bb96042a176d71d"
"Assets/DystopiaPrototype/Art/TradeReactions.png","Assets/Textures/Checkout/UI/TradeReactions.png","330cb57e802eb214088fe60f7e5eb063"
"Assets/DystopiaPrototype/Art/WatchGuard.png","Assets/Textures/Checkout/Characters/WatchGuard.png","72f801b7e9d8ad44c8b4fe24b01f89f4"
"Assets/DystopiaPrototype/Art/WatchNeutral.shader","Assets/Shaders/Checkout/WatchNeutral.shader","03b26e74212f4726ba6484795982af38"
"Assets/DystopiaPrototype/Art/Water.png","Assets/Textures/Checkout/Products/Legacy/Water.png","2ed767a5d47f8114088e0e9fae6c333f"
"Assets/DystopiaPrototype/Art/스탬프1.png","","f0cdeb5bb8b8fac4483d0120b1ae52ca"
"Assets/DystopiaPrototype/Art/스탬프2.png","","3b4b4969b2a720845b6058f82029b9a6"
"Assets/DystopiaPrototype/Art/스탬프3.png","","ffb00f19ad911d4488555abedb1975a8"
"Assets/DystopiaPrototype/Art/스탬프4.png","","0701f83b5ab19f5499a21bf0d14d2147"
"Assets/DystopiaPrototype/Art/스탬프5.png","","e8041633b718d3447b2f09436c11615a"
"Assets/DystopiaPrototype/Art/시계.png","Assets/Textures/Checkout/Shop/Stage3Clock.png","ed2a86b7e120e1140912cd484db7cd6f"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_01.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_01.png","90366358f6bc45a6813f739ae146ca26"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_02.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_02.png","df439d2a51564eefb00dc3379c3661fd"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_03.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_03.png","2e1eb00beed345d5b381d3e32d887fb9"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_04.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_04.png","222338f61b814f448937db8caf712c8d"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_05.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_05.png","4ce370668df34d858a1ba9c3f5e5ab33"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_06.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_06.png","9b4693fee3294febb4b612636bced872"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_08.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_08.png","c5735fdfa59442c3894e635b0535710d"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_09.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_09.png","d83f51561b00492eb419dfc2b554be0f"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_10.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_10.png","647096b5a8b94cb69e6b8372608e2f38"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_11.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_11.png","527e8afc2f794311b6c5bba647102995"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_12.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_12.png","e724a9fe5d1842e39c974a19d221ae47"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_14.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_14.png","f1582d42db204b9ab3ceafec5feb2472"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_15.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_15.png","5b7521a416f54910a18cccb4dfd8f363"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_16.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_16.png","a39df4d44a744b048d18bd43ec4e9665"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_17.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_17.png","77d39c5885813fa439da19bf99801e80"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_18.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_18.png","968baf30567de104fa8ebe65f28ed793"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_19.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_19.png","dc94dc6651ef29743bfe001a09c77f5e"
"Assets/DystopiaPrototype/Art/Customers/FemaleCustomer_20.png","Assets/Textures/Checkout/Characters/Customers/FemaleCustomer_20.png","6d35e6acfd47ef84da053f30ea02ba75"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_01.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_01.png","6e841d9c516348bcb5d8e1586b930ed2"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_02.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_02.png","2c86bb2bc6b94d9391c7762a0eec959f"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_03.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_03.png","ae8354988eb941af81600671205a7835"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_04.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_04.png","289007e448394ce9b4736854d48eba62"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_05.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_05.png","a3fa809f22224b4cb468e537a6a7b736"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_06.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_06.png","b8598a85ea3543b18f0149034de85678"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_07.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_07.png","ae577f9c7f1a47d0b2a465911a195fac"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_08.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_08.png","ce5c79aec70547d6ae3e5f21537f65c7"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_09.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_09.png","43aeb543528d415c87133e6a6f0420ef"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_10.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_10.png","6e1c58898c5f46b98f90b75fdcc0fee4"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_12.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_12.png","9c01654b40e2495abd4162a68fa1c4e4"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_13.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_13.png","62ad01edf58e444789e9940711a6eee4"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_14.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_14.png","f64bf6883d3947dbb3cd5a618f04b611"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_15.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_15.png","8dafdd046b2b4a53b5053a650c6a2418"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_16.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_16.png","33ab328bb0634a508c976b27e247a650"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_17.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_17.png","c6b9d5f5f31e464ba5c70e174f36032c"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_18.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_18.png","9850d0493f1e41a88751bc3be659ecd3"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_18_Normal.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_18_Normal.png","e458a6bab559136459f6873dd40adbca"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_19.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_19.png","34e65cf4c9364747858c7339ba7ab36d"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_21.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_21.png","8a98ffe319224ec5abf47adda8dd6e9f"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_22.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_22.png","2bc3731d37094be6a22363e65f4e2add"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_23.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_23.png","15da0f47beb54722ab963ee7a3406128"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_24.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_24.png","2907d7c6dbe24ec180ae767c1ad75cf9"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_25.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_25.png","0187854495a55ec44a6a958637d567d3"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_26.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_26.png","5a9f710fa1290dc4fb90548467a70033"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_28.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_28.png","570747e831c3bae4bb8595adc8398007"
"Assets/DystopiaPrototype/Art/Customers/MaleCustomer_29.png","Assets/Textures/Checkout/Characters/Customers/MaleCustomer_29.png","f5694c6624c8daf488667ea27fdb0744"
"Assets/DystopiaPrototype/Art/Products/CannedFood.png","Assets/Textures/Checkout/Products/CannedFood.png","5de934797e6d0f04a9ef01fc3692fa97"
"Assets/DystopiaPrototype/Art/Products/DrinkingWater.png","Assets/Textures/Checkout/Products/DrinkingWater.png","57fd43ccaee8ecd4a8736fb5297b22df"
"Assets/DystopiaPrototype/Art/Products/DryBattery.png","Assets/Textures/Checkout/Products/DryBattery.png","6aaa838615306cf4d8ba25c85ead22d6"
"Assets/DystopiaPrototype/Art/Products/EmergencyInjection.png","Assets/Textures/Checkout/Products/EmergencyInjection.png","9e219d8862ff7c54bb9a76b477f3838c"
"Assets/DystopiaPrototype/Art/Products/Flashlight.png","Assets/Textures/Checkout/Products/Flashlight.png","feaf852d7b25364469a2f4c7db58631f"
"Assets/DystopiaPrototype/Art/Products/FoldingShovel.png","Assets/Textures/Checkout/Products/FoldingShovel.png","23fc9344777e016438d26b8c7b9a8fc2"
"Assets/DystopiaPrototype/Art/Products/GasMask.png","Assets/Textures/Checkout/Products/GasMask.png","4d7494db5f40d4a448a7b2acdb6d3cdc"
"Assets/DystopiaPrototype/Art/Products/MedicalBandage.png","Assets/Textures/Checkout/Products/MedicalBandage.png","cddff39dd9750b14593a5dfb0ddb772b"
"Assets/DystopiaPrototype/Art/Products/Medicine.png","Assets/Textures/Checkout/Products/Medicine.png","303dc58656fbec341a80658cbda9b548"
"Assets/DystopiaPrototype/Art/Products/MilitaryRation.png","Assets/Textures/Checkout/Products/MilitaryRation.png","334584a1119da584ab0346d127869d09"
"Assets/DystopiaPrototype/Art/Products/NutritionBar.png","Assets/Textures/Checkout/Products/NutritionBar.png","51da5fd132c97d54383f70be61cac3b1"
"Assets/DystopiaPrototype/Art/Products/PowerBattery.png","Assets/Textures/Checkout/Products/PowerBattery.png","8b23b5ed8030f824abf68d908b57607e"
"Assets/DystopiaPrototype/Art/Products/ProtectiveSuit.png","Assets/Textures/Checkout/Products/ProtectiveSuit.png","b07599151bbd35f48bc6b995e34f3af1"
"Assets/DystopiaPrototype/Art/Products/RadiationDetector.png","Assets/Textures/Checkout/Products/RadiationDetector.png","a0a1efba266304b44814d2b8d7750bf2"
"Assets/DystopiaPrototype/Art/Products/Radio.png","Assets/Textures/Checkout/Products/Radio.png","0acb55395f9655a4d97c529d2b1d0288"
"Assets/DystopiaPrototype/Art/Products/ThermalCamera.png","Assets/Textures/Checkout/Products/ThermalCamera.png","3a45fc018e0f0f74ea54d25b62394157"
"Assets/DystopiaPrototype/Art/TimeOfDay/CityLights.mat","Assets/Materials/Checkout/CityLights.mat","e7d812b0b7597764caabcc59ae790973"
"Assets/DystopiaPrototype/Art/TimeOfDay/CityLights.png","Assets/Textures/Checkout/Effects/CityLights.png","d9322dd776712984fbbee219b96cc8ce"
"Assets/DystopiaPrototype/Art/TimeOfDay/CityLights.shader","Assets/Shaders/Checkout/CityLights.shader","52df7d4a0b3c4104c96cd7e96b8422c4"
"Assets/DystopiaPrototype/Art/TimeOfDay/CounterLight.png","Assets/Textures/Checkout/Effects/CounterLight.png","2579725b5a01a4244a5914b55017c014"
"Assets/DystopiaPrototype/Art/TimeOfDay/Dawn.png","Assets/Textures/Checkout/Effects/Dawn.png","7769da782da17f345a6e5a8141c2e56d"
"Assets/DystopiaPrototype/Art/TimeOfDay/Evening.png","Assets/Textures/Checkout/Effects/Evening.png","21ee1b35d9ae7b245b8dfeaba460a7b0"
"Assets/DystopiaPrototype/Art/TimeOfDay/PixelStageLighting.shader","Assets/Shaders/Checkout/PixelStageLighting.shader","4bb3a3480b9d7864ba03db51d2f31812"
"Assets/DystopiaPrototype/Art/TimeOfDay/Searchlight.png","Assets/Textures/Checkout/Effects/Searchlight.png","27268933eeab74b41a932f1049dbab1a"
"Assets/DystopiaPrototype/Art/TimeOfDay/Sunset.png","","0eb464158f595d044bf13ce9dd951a90"
"Assets/DystopiaPrototype/Art/TimeOfDay/SunsetClouded.png","Assets/Textures/Checkout/Effects/SunsetClouded.png","1a0433ce38e502b49a4f95fb6808d588"
"Assets/DystopiaPrototype/TopDownTest/Art/Calculator.png","Assets/Textures/Checkout/Workbench/Calculator.png","e4e4da47c41746288e9e526d48ba51cd"
"Assets/DystopiaPrototype/TopDownTest/Art/CalculatorToggle.png","Assets/Textures/Checkout/Workbench/CalculatorToggle.png","8b11ce334813452e934fcdfb82c8c277"
"Assets/DystopiaPrototype/TopDownTest/Art/CounterClock.png","Assets/Textures/Checkout/Workbench/CounterClock.png","594304eb42c84524a1909e1dd7546641"
"Assets/DystopiaPrototype/TopDownTest/Art/CounterClockUpdated.png","","b1295ce4cbdf566438828d22fd3539e7"
"Assets/DystopiaPrototype/TopDownTest/Art/DividerBar.png","Assets/Textures/Checkout/Workbench/DividerBar.png","5c4c5257f2ef8b646b0183430ca65218"
"Assets/DystopiaPrototype/TopDownTest/Art/FrontContainerFemale.png","Assets/Textures/Checkout/Workbench/FrontContainerFemale.png","c560433c0142a2e4596b7f7cbc13fb5a"
"Assets/DystopiaPrototype/TopDownTest/Art/FrontContainerMale.png","Assets/Textures/Checkout/Workbench/FrontContainerMale.png","47c07e51f9acabe45b7dfb3fa9362df5"
"Assets/DystopiaPrototype/TopDownTest/Art/FrontContainerNormal.png","Assets/Textures/Checkout/Workbench/FrontContainerNormal.png","8a499c0e4e268f34fac0e7606018541a"
"Assets/DystopiaPrototype/TopDownTest/Art/Stage1Container.png","","87a5d42045fe15642a57a21f05fe858c"
"Assets/DystopiaPrototype/TopDownTest/Art/Stage1ContainerNormal.png","","f5cc27dbcbcdca54cb12888fa4f50f07"
"Assets/DystopiaPrototype/TopDownTest/Art/Stage1WoodContainer.png","","44754281990b09849998cbbecb997b32"
"Assets/DystopiaPrototype/TopDownTest/Art/Stage1WoodContainerCompact.png","Assets/Textures/Checkout/Shop/Stage1WoodContainerCompact.png","bc98141fd87a2b84ea84e00c833a03ec"
"Assets/DystopiaPrototype/TopDownTest/Art/Stage1WoodContainerCompactNormal.png","Assets/Textures/Checkout/Shop/Stage1WoodContainerCompactNormal.png","619f5b57acd62394daf77a09e2ad5715"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownCan.png","Assets/Textures/Checkout/Workbench/TopDownCan.png","ba5d7de8656dcad438db313d714cd6d1"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownContainerEmpty.png","Assets/Textures/Checkout/Workbench/TopDownContainerEmpty.png","5058e7ded0fcdd049997cb7d4bef30f6"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownContainerTilted.png","Assets/Textures/Checkout/Workbench/TopDownContainerTilted.png","6866e4272ad30b44c92d59358a3a12f6"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownCrackers.png","Assets/Textures/Checkout/Workbench/TopDownCrackers.png","4050b76a7ca45de4ab139d77bfbfdd2b"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownRiceRound.png","Assets/Textures/Checkout/Workbench/TopDownRiceRound.png","b5572b8887a505448a991dbc0fe7aaa4"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownWater.png","Assets/Textures/Checkout/Workbench/TopDownWater.png","85116844fe2300d47a1e7ed17365fdbf"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownWorkbench.png","Assets/Textures/Checkout/Workbench/TopDownWorkbench.png","2a170e436543a5647a171a435e7ba07d"
"Assets/DystopiaPrototype/TopDownTest/Art/TopDownWorkbenchNormal.png","Assets/Textures/Checkout/Workbench/TopDownWorkbenchNormal.png","d5aacb9d7720a8d4a9d903ca4998e9f5"
